imagename,indic, height
NRmarshDN-12-02-14-01-30.jpg,0,68.242
NRmarshDN-12-02-14-01-45.jpg,0,70.765
NRmarshDN-12-02-14-02-00.jpg,0,72.852
NRmarshDN-12-02-14-02-15.jpg,0,74.318
NRmarshDN-12-02-14-02-30.jpg,0,75.785
NRmarshDN-12-02-14-02-45.jpg,0,76.652
NRmarshDN-12-02-14-03-00.jpg,0,77.252
NRmarshDN-12-02-14-03-15.jpg,0,77.252
NRmarshDN-12-02-14-03-30.jpg,0,75.296
NRmarshDN-12-02-14-03-45.jpg,0,72.855
NRmarshDN-12-02-14-04-00.jpg,0,69.673
NRmarshDN-12-02-14-04-15.jpg,0,65.761
NRmarshDN-12-02-14-04-30.jpg,0,62.094
NRmarshDN-12-02-14-04-45.jpg,0,57.369
NRmarshDN-12-02-14-05-00.jpg,0,52.944
NRmarshDN-12-02-14-05-15.jpg,0,48.753
NRmarshDN-12-02-14-05-30.jpg,0,44.969
NRmarshDN-12-02-14-05-45.jpg,0,41.482
NRmarshDN-12-02-14-06-00.jpg,0,38.242
NRmarshDN-12-02-14-06-15.jpg,0,35.253
NRmarshDN-12-02-14-06-30.jpg,0,32.517
NRmarshDN-12-02-14-06-45.jpg,0,30.078
NRmarshDN-12-02-14-07-00.jpg,0,27.613
NRmarshDN-12-02-14-07-15.jpg,0,25.237
NRmarshDN-12-02-14-07-30.jpg,0,22.961
NRmarshDN-12-02-14-07-45.jpg,0,20.894
NRmarshDN-12-02-14-08-00.jpg,0,19.026
NRmarshDN-12-02-14-08-15.jpg,0,15.606
NRmarshDN-12-02-14-08-30.jpg,0,15.941
NRmarshDN-12-02-14-08-45.jpg,0,14.292
NRmarshDN-12-02-14-09-00.jpg,0,13.511
NRmarshDN-12-02-14-09-15.jpg,0,12.907
NRmarshDN-12-02-14-09-30.jpg,0,12.514
NRmarshDN-12-02-14-09-45.jpg,0,12.299
NRmarshDN-12-02-14-10-00.jpg,0,11.861
NRmarshDN-12-02-14-10-15.jpg,0,11.853
NRmarshDN-12-02-14-10-30.jpg,0,11.964
NRmarshDN-12-02-14-10-45.jpg,0,14.19
NRmarshDN-12-02-14-11-00.jpg,0,18.028
NRmarshDN-12-02-14-11-15.jpg,0,22.366
NRmarshDN-12-02-14-11-30.jpg,0,25.919
NRmarshDN-12-02-14-11-45.jpg,0,29.662
NRmarshDN-12-02-14-12-00.jpg,0,34.005
NRmarshDN-12-02-14-12-15.jpg,0,38.242
NRmarshDN-12-02-14-12-30.jpg,0,42.475
NRmarshDN-12-02-14-12-45.jpg,0,46.975
NRmarshDN-12-02-14-13-00.jpg,0,50.566
NRmarshDN-12-02-14-13-15.jpg,0,54.031
NRmarshDN-12-02-14-13-30.jpg,0,57.43
NRmarshDN-12-02-14-13-45.jpg,0,60.383
NRmarshDN-12-02-14-14-00.jpg,0,63.018
NRmarshDN-12-02-14-14-15.jpg,0,64.807
NRmarshDN-12-02-14-14-30.jpg,0,66.495
NRmarshDN-12-02-14-14-45.jpg,0,67.832
